entry_date,expiry_date,etf_entry,iv,ivr,rsi,bbu,filter_passed,filter_would_pass,call_offsets,put_offsets,num_contracts,total_premium,total_net_rmb,put_filled,put_fill_time,put_exec_px,put_limit_px,put_trigger_val,Call_Leg_A_(OTM2)_contract,Call_Leg_A_(OTM2)_K,Call_Leg_A_(OTM2)_side,Call_Leg_A_(OTM2)_exec_px,Call_Leg_A_(OTM2)_premium,Call_Leg_A_(OTM2)_exercise,Call_Leg_A_(OTM2)_net,Call_Leg_A_(OTM2)_note,Call_Leg_B_(OTM3)_contract,Call_Leg_B_(OTM3)_K,Call_Leg_B_(OTM3)_side,Call_Leg_B_(OTM3)_exec_px,Call_Leg_B_(OTM3)_premium,Call_Leg_B_(OTM3)_exercise,Call_Leg_B_(OTM3)_net,Call_Leg_B_(OTM3)_note,Put_Buy____(Level_1)_contract,Put_Buy____(Level_1)_K,Put_Buy____(Level_1)_side,Put_Buy____(Level_1)_exec_px,Put_Buy____(Level_1)_premium,Put_Buy____(Level_1)_exercise,Put_Buy____(Level_1)_net,Put_Buy____(Level_1)_note
2025-04-24,2025-05-28,3.882,0.1287,0.097,45.53,4.0593,True,True,2+3,1+1,1,-7.17,-13.17,True,2025-04-24 09:40:00,0.039,0.039,-0.0396,10009073,4.0,sell,0.0262,261.64,0.0,259.64,expires_worthless,10009074,4.1,sell,0.0121,121.13,0.0,119.13,expires_worthless,10009080,3.8,buy,0.039,-389.93,0.0,-391.93,expires_worthless
2025-05-29,2025-06-25,3.966,0.1221,0.0823,51.79,4.0626,True,True,2+3,1+1,1,-195.07,-201.07,True,2025-05-29 09:45:00,0.0396,0.0396,-0.0592,10008283,4.1,sell,0.0134,134.03,0.0,132.03,expires_worthless,10008284,4.2,sell,0.0067,66.99,0.0,64.99,expires_worthless,10008290,3.9,buy,0.0396,-396.09,0.0,-398.09,expires_worthless
2025-06-26,2025-07-23,3.986,0.1372,0.1161,54.89,4.0463,True,True,2+3,1+1,1,710.25,-2228.69,True,2025-06-26 09:35:00,0.0316,0.0316,-0.0231,10009347,4.009,sell,0.0649,663.19,-1942.94,-1281.75,assigned  ETF=4.1990 K=4.0090,10009443,4.1,sell,0.0371,370.72,-990.0,-621.28,assigned  ETF=4.1990 K=4.1000,10009355,3.912,buy,0.0316,-323.65,0.0,-325.65,expires_worthless
2025-07-24,2025-08-27,4.225,0.1595,0.1661,79.95,4.2261,False,False,,1+1,1,-757.82,-759.82,True,2025-07-24 10:20:00,0.0758,0.0758,-0.1137,,,,,,,,,,,,,,,,,10009542,4.2,buy,0.0758,-757.82,0.0,-759.82,expires_worthless
2025-08-28,2025-09-24,4.559,0.2329,0.3007,74.54,4.5978,False,False,,1+1,1,-1028.67,-1030.67,True,2025-08-28 10:25:00,0.1029,0.1029,-0.1868,,,,,,,,,,,,,,,,,10009608,4.5,buy,0.1029,-1028.67,0.0,-1030.67,expires_worthless
2025-09-25,2025-10-22,4.695,0.1536,0.1033,66.9,4.7096,False,False,,1+1,1,-519.17,-521.17,True,2025-09-25 10:15:00,0.0519,0.0519,-0.108,,,,,,,,,,,,,,,,,10009921,4.6,buy,0.0519,-519.17,0.0,-521.17,expires_worthless
2025-10-23,2025-11-26,4.713,0.162,0.191,56.54,4.7907,True,True,2+3,1+1,1,-609.88,123.52,True,2025-10-23 09:35:00,0.1039,0.1039,-0.0349,10010089,4.9,sell,0.029,289.57,0.0,287.57,expires_worthless,10010090,5.0,sell,0.014,140.01,0.0,138.01,expires_worthless,10010096,4.7,buy,0.1039,-1039.46,740.0,-302.06,exercised ETF=4.6260 K=4.7000
2025-11-27,2025-12-24,4.622,0.118,0.0524,42.92,4.8711,True,True,2+3,1+1,1,-400.42,-406.42,True,2025-11-27 09:35:00,0.0617,0.0617,-0.021,10009797,4.8,sell,0.0153,152.91,0.0,150.91,expires_worthless,10009821,4.9,sell,0.0063,63.41,0.0,61.41,expires_worthless,10009632,4.6,buy,0.0617,-616.75,0.0,-618.75,expires_worthless
2025-12-25,2026-01-28,4.766,0.1252,0.1004,58.92,4.7706,True,True,2+3,1+1,1,-34.66,-40.66,True,2025-12-25 13:25:00,0.0536,0.0536,-0.1103,10010466,4.9,sell,0.0326,326.26,0.0,324.26,expires_worthless,10010467,5.0,sell,0.0175,174.71,0.0,172.71,expires_worthless,10010473,4.7,buy,0.0536,-535.63,0.0,-537.63,expires_worthless
2026-01-29,2026-02-25,4.768,0.1664,0.374,50.33,4.9685,True,True,2+3,1+1,1,465.7,459.7,True,2026-01-29 13:40:00,0.0589,0.0589,-0.1103,10010890,4.8,sell,0.063,629.94,0.0,627.94,expires_worthless,10010651,4.873,sell,0.0414,424.77,0.0,422.77,expires_worthless,10010898,4.7,buy,0.0589,-589.01,0.0,-591.01,expires_worthless
2026-02-26,2026-03-25,4.735,0.1136,0.0234,50.88,4.7833,True,True,2+3,1+1,1,284.33,1837.73,False,,0.0495,0.0443,-0.0151,10010908,4.8,sell,0.0501,500.63,0.0,498.63,expires_worthless,10009871,4.873,sell,0.0272,278.7,0.0,276.7,expires_worthless,10010916,4.7,buy,0.0495,-495.0,1560.0,1062.4,exercised ETF=4.5440 K=4.7000
2026-03-26,2026-04-22,4.488,0.1497,0.2633,37.42,4.7997,True,True,2+3,1+1,1,219.58,-3006.42,True,2026-03-26 09:35:00,0.0391,0.0391,-0.0152,10011123,4.6,sell,0.044,440.28,-2110.0,-1671.72,assigned  ETF=4.8110 K=4.6000,10011124,4.7,sell,0.017,170.26,-1110.0,-941.74,assigned  ETF=4.8110 K=4.7000,10011130,4.4,buy,0.0391,-390.96,0.0,-392.96,expires_worthless
2026-04-23,2026-05-27,4.801,0.1211,0.0832,64.67,4.8769,True,True,2+3,1+1,1,-560.19,-566.19,True,2026-04-23 09:35:00,0.0844,0.0844,-0.0086,10011401,5.0,sell,0.0223,223.27,0.0,221.27,expires_worthless,10011409,5.25,sell,0.006,60.23,0.0,58.23,expires_worthless,10011325,4.8,buy,0.0844,-843.69,0.0,-845.69,expires_worthless
2026-05-28,2026-06-24,4.932,0.137,0.2033,58.31,5.0213,True,True,2+3,1+1,1,-511.2,642.2,True,2026-05-28 13:40:00,0.0919,0.0919,-0.0722,10010321,5.117,sell,0.0289,296.33,0.0,294.33,expires_worthless,10010929,5.25,sell,0.0111,111.0,0.0,109.0,expires_worthless,10010936,4.9,buy,0.0919,-918.54,1160.0,238.86,exercised ETF=4.7840 K=4.9000
